קלפי,סמל ישוב,שם ישוב,פסולים,בזב,מצביעים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
80,509,כפר כנא,,465,465,449,35,0,157,0,130,0,0,1,0,1,0,1,1,0,1,2,24,1,87,0,0,0,0,0,0,0,0,1,1,1,5
90,509,כפר כנא,,453,453,432,16,0,155,0,132,0,0,0,0,1,0,0,4,0,0,0,16,0,94,1,0,0,1,1,0,1,0,0,0,0,10
100,509,כפר כנא,,401,401,385,20,0,127,0,126,0,0,0,0,0,0,0,2,0,0,0,14,2,80,0,0,0,0,0,0,2,0,0,0,0,12
110,509,כפר כנא,,546,546,541,92,0,235,0,114,0,0,0,0,1,0,0,6,0,0,1,0,0,85,0,0,0,0,0,0,2,0,0,0,0,5
120,509,כפר כנא,,429,429,415,53,0,171,0,106,0,0,0,0,1,1,0,7,1,0,0,8,0,65,0,0,0,0,0,0,0,0,1,0,0,1
130,509,כפר כנא,,409,409,396,48,0,154,0,95,1,0,0,0,0,0,0,2,0,0,1,21,0,65,0,0,0,0,0,3,0,0,0,0,0,6
10,510,כפר מנדא,,559,559,541,148,0,95,0,82,0,0,0,0,1,2,0,16,0,1,0,7,0,127,0,0,0,0,0,0,6,1,0,0,0,55
20,510,כפר מנדא,,592,592,563,216,0,71,0,97,0,0,0,0,0,0,0,31,2,1,1,5,0,45,1,0,0,0,0,0,7,1,1,0,0,84
30,510,כפר מנדא,,533,533,512,110,1,81,0,102,0,1,0,1,0,0,0,1,0,1,0,3,1,138,0,0,0,0,0,0,3,0,1,0,0,68
40,510,כפר מנדא,,581,581,557,89,0,76,0,47,0,0,0,0,2,0,0,5,0,1,1,0,0,156,0,0,0,0,0,0,29,0,0,0,0,151
50,510,כפר מנדא,,527,527,504,126,0,96,0,48,0,0,0,1,3,1,0,16,1,0,2,3,0,163,1,0,1,0,0,2,4,1,1,0,1,33
60,510,כפר מנדא,,596,596,570,96,0,117,0,81,0,0,0,0,1,1,0,6,0,1,0,3,0,206,0,0,0,1,0,0,3,0,1,0,0,53
70,510,כפר מנדא,,501,501,482,97,1,106,0,50,0,0,0,0,3,1,0,8,0,0,0,2,1,171,0,0,0,0,0,0,4,0,1,0,0,37
80,510,כפר מנדא,,609,609,597,35,0,139,0,240,1,0,0,0,0,1,0,4,0,0,1,28,0,108,0,0,0,0,0,0,0,0,1,0,0,39
90,510,כפר מנדא,,546,546,513,145,1,66,0,83,0,0,0,0,1,1,0,9,0,0,0,0,1,82,0,0,0,0,0,0,3,0,0,0,0,121
100,510,כפר מנדא,,462,462,449,90,0,82,0,42,0,0,0,0,1,0,0,6,0,1,0,1,0,153,0,0,0,0,2,0,12,0,2,1,0,56
10,511,עילוט,,327,327,319,20,0,82,0,147,0,0,1,0,2,0,0,8,0,14,1,4,1,33,0,1,0,0,0,1,1,0,0,0,0,3
20,511,עילוט,,380,380,359,26,2,83,0,170,0,0,0,0,0,0,0,10,0,12,1,6,0,43,0,0,1,0,0,0,0,1,0,1,0,3
30,511,עילוט,,403,403,393,22,1,70,0,104,0,0,0,0,0,0,0,5,0,34,0,1,0,154,0,0,0,0,0,1,0,0,0,0,1,0
40,511,עילוט,,315,315,302,6,1,172,0,75,0,0,0,0,1,0,0,1,0,12,0,0,1,28,0,0,1,0,0,1,1,0,0,0,1,1
50,511,עילוט,,297,297,285,8,0,157,0,94,0,0,0,0,0,1,0,2,0,15,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
10,512,כפר מצר,,351,351,343,80,1,104,0,5,0,0,0,0,0,1,0,16,0,0,0,1,0,114,0,0,0,1,0,0,1,0,0,1,0,18
20,512,כפר מצר,,387,387,378,97,0,124,0,9,0,0,0,0,7,2,0,21,0,1,1,1,0,94,0,0,0,0,0,0,1,0,0,1,1,18
10,514,עין ראפה,,202,202,193,69,0,35,0,5,0,0,0,0,0,0,0,4,1,1,0,6,0,54,8,0,1,0,0,0,1,0,5,3,0,0
10,516,שגור,,431,431,426,49,0,106,0,109,0,0,0,0,1,2,0,4,0,0,2,24,0,98,0,0,0,1,0,1,1,0,0,0,1,27
20,516,שגור,,560,560,539,143,0,146,0,160,0,0,0,0,1,1,0,2,0,0,2,0,0,66,0,0,1,0,0,0,3,0,1,0,1,12
30,516,שגור,,631,631,630,85,0,161,3,197,0,0,0,0,0,2,0,9,0,0,1,3,0,136,0,0,0,0,0,0,0,0,0,2,0,31
40,516,שגור,,458,458,449,112,1,83,2,111,0,0,0,1,0,1,0,2,0,0,1,18,0,98,0,0,0,1,1,0,4,0,0,0,1,12
50,516,שגור,,575,575,575,40,0,173,8,78,0,0,0,0,0,2,0,42,0,1,10,4,1,128,0,0,0,0,0,0,1,0,0,0,0,87
60,516,שגור,,572,572,572,65,1,173,3,140,0,1,1,0,0,1,0,31,0,0,1,9,0,119,0,0,0,0,0,0,3,0,2,0,6,16
70,516,שגור,,518,518,518,86,0,233,14,83,0,0,0,0,0,0,0,5,0,0,0,5,0,49,0,0,0,0,0,0,0,0,0,0,0,43
80,516,שגור,,490,490,487,80,1,144,0,128,0,0,0,0,0,0,0,1,0,0,2,3,0,106,0,0,0,0,0,0,2,0,1,1,0,18
90,516,שגור,,470,470,456,52,0,92,1,154,0,0,0,1,0,1,1,10,0,0,1,12,0,108,0,0,1,0,0,1,3,0,0,0,0,18
1010,516,שגור,,503,503,485,61,0,46,0,112,0,0,0,0,2,0,0,59,0,0,1,24,0,170,0,0,1,0,0,0,0,1,1,0,0,7
1020,516,שגור,,501,501,501,47,0,63,0,107,0,0,0,0,1,0,0,66,0,0,5,29,0,171,0,0,0,0,0,0,0,0,2,0,0,10
1030,516,שגור,,588,588,582,11,0,35,0,40,0,0,1,14,0,0,0,377,0,0,0,10,1,83,0,0,0,0,0,0,0,1,0,0,0,9
1040,516,שגור,,634,634,596,70,0,38,0,124,0,0,0,0,7,0,0,12,0,0,0,45,0,270,0,0,0,0,0,0,0,0,0,0,0,30
1050,516,שגור,,600,600,589,19,1,33,0,195,0,0,0,0,4,0,0,22,0,0,0,102,0,190,0,0,0,0,0,0,1,0,0,0,0,22
1060,516,שגור,,544,544,540,41,3,8,0,119,0,1,2,1,15,0,0,52,0,0,1,29,0,219,0,2,0,1,0,0,1,1,4,0,0,40
1070,516,שגור,,573,573,566,49,1,36,0,187,0,0,0,0,4,0,0,37,0,0,0,31,0,195,0,0,0,0,0,0,0,0,1,0,0,25
2010,516,שגור,,387,387,380,35,0,24,0,45,0,0,0,0,6,0,0,42,0,0,4,4,0,213,1,0,0,0,0,0,0,0,0,0,0,6
2020,516,שגור,,470,470,457,64,0,51,0,58,0,0,0,0,32,0,0,16,0,0,0,23,0,200,0,0,2,0,0,1,0,0,0,0,0,10
2030,516,שגור,,487,487,475,47,0,68,1,92,0,0,0,0,33,0,0,13,1,2,0,15,0,175,0,0,0,0,0,0,0,0,1,1,0,26
2040,516,שגור,,551,551,551,121,0,13,0,85,0,0,0,0,19,1,0,25,0,0,1,7,0,157,0,0,0,0,0,0,1,0,0,0,0,121
2050,516,שגור,,526,526,521,21,0,23,5,284,0,0,0,0,21,1,0,0,0,4,0,4,0,134,0,0,0,0,0,0,0,0,0,0,0,24
10,517,מזרעה,,387,387,378,19,0,70,0,90,0,0,0,0,1,0,0,24,0,0,0,17,0,155,0,0,0,0,0,0,0,0,0,0,0,2
20,517,מזרעה,,464,464,455,50,0,47,0,34,0,0,2,1,0,0,0,12,0,0,1,41,0,248,0,0,0,0,0,0,0,0,0,0,0,19
30,517,מזרעה,,517,517,509,58,0,78,0,87,1,0,3,0,0,0,0,19,0,0,0,38,1,222,0,0,0,0,1,0,0,0,1,0,0,0
10,518,מעיליא,,453,453,448,42,0,248,0,77,0,0,0,0,0,0,0,42,1,28,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2
20,518,מעיליא,,540,540,527,89,0,193,0,76,0,0,0,0,0,0,2,85,1,41,0,30,1,0,1,0,0,0,0,0,0,0,7,0,1,0
30,518,מעיליא,,496,496,492,43,0,220,0,77,0,0,0,0,4,0,0,112,0,18,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10,520,משהד,,442,442,430,9,0,114,0,24,0,0,0,1,0,0,0,16,0,0,0,23,0,242,0,0,1,0,0,0,0,0,0,0,0,0
20,520,משהד,,462,462,454,3,0,40,0,60,0,0,0,1,0,0,0,22,0,1,0,53,0,273,0,0,0,0,0,0,0,0,1,0,0,0
30,520,משהד,,400,400,390,3,0,70,0,88,0,0,0,0,0,0,0,13,0,1,3,26,0,173,0,0,1,1,1,0,5,0,0,0,1,4
40,520,משהד,,337,337,329,41,0,57,1,72,0,0,0,0,1,0,0,5,0,1,0,9,1,134,0,0,0,0,0,0,0,0,1,0,0,6
50,520,משהד,,378,378,372,18,0,54,0,62,0,0,0,0,0,0,0,2,0,0,0,38,0,193,0,0,0,0,0,0,2,0,0,0,0,3
10,521,עין נקובא,,218,218,195,93,0,17,0,6,0,0,1,0,1,0,0,9,0,0,2,0,0,48,0,0,0,0,0,0,3,0,0,0,0,15
20,521,עין נקובא,,190,190,173,98,0,25,0,7,0,0,0,0,0,0,0,8,0,1,7,1,0,15,1,0,0,0,0,0,1,0,0,1,0,8
10,522,נחף,,469,469,465,13,0,71,0,45,0,0,0,0,3,0,0,25,0,0,0,16,0,254,0,0,0,0,1,1,0,2,1,0,0,33
20,522,נחף,,383,383,375,18,0,81,0,73,0,0,0,0,7,0,0,10,0,1,0,6,0,129,1,0,0,0,0,1,1,0,0,1,0,46
30,522,נחף,,464,464,463,34,0,93,0,78,0,0,0,0,0,0,0,9,0,0,0,16,0,125,0,0,0,0,0,0,0,0,0,0,0,108
40,522,נחף,,407,407,400,20,0,65,0,82,0,0,0,0,6,0,0,14,1,0,1,8,0,196,1,0,1,0,0,0,1,0,0,0,0,4
50,522,נחף,,571,571,571,43,0,87,1,97,0,0,0,0,3,0,1,18,0,0,0,67,0,196,0,0,0,0,0,1,0,0,0,1,0,56
60,522,נחף,,453,453,436,22,0,109,0,90,0,0,0,0,10,1,0,1,0,1,0,0,0,147,0,0,0,0,1,1,2,1,0,2,0,48
70,522,נחף,,471,471,466,60,0,117,0,27,0,0,0,0,12,0,0,5,0,0,1,5,0,198,0,0,0,1,0,0,0,0,0,0,0,40
10,523,ניין,,158,158,154,20,0,9,0,4,0,0,0,24,1,0,0,7,0,0,1,43,0,40,0,0,1,2,0,0,0,0,0,0,0,2
20,523,ניין,,165,165,156,44,0,15,0,10,0,0,0,2,0,0,0,5,0,2,2,25,0,45,0,0,0,0,0,2,0,1,0,0,0,3
10,524,נאעורה,,188,188,182,61,0,24,0,15,0,0,0,0,0,0,0,24,0,0,3,5,0,42,1,0,0,0,0,0,1,0,0,1,0,5
20,524,נאעורה,,153,153,151,45,0,31,0,9,0,0,0,0,0,0,0,18,0,2,0,4,1,37,0,0,0,1,0,0,0,0,0,0,0,3
10,525,סאג'ור,,515,515,513,202,0,62,8,2,0,0,0,0,2,0,0,27,0,90,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,117
20,525,סאג'ור,,357,357,356,77,0,119,0,1,0,1,1,0,0,0,0,47,0,19,20,5,1,0,0,0,0,0,0,0,0,0,3,0,0,62
30,525,סאג'ור,,399,399,395,111,0,116,0,0,0,0,0,0,11,0,0,76,0,23,25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,30
10,526,סולם,,370,370,358,84,1,32,0,45,0,0,0,0,0,0,0,2,0,0,0,21,0,99,0,0,0,0,1,1,2,1,0,0,0,69
20,526,סולם,,389,389,386,58,1,47,0,154,0,0,0,3,0,0,0,0,0,0,0,60,0,38,0,0,0,0,0,0,2,0,2,0,0,21
10,527,שזור,,159,159,158,69,6,0,0,0,0,0,6,0,14,0,0,37,0,2,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
10,528,עוזייר,,239,239,230,20,0,121,0,23,0,0,0,0,0,0,0,1,0,3,11,0,0,27,0,0,0,0,0,2,0,0,1,0,0,21
20,528,עוזייר,,317,317,309,18,0,96,0,33,0,0,0,1,0,0,0,2,0,0,20,4,0,131,0,0,0,0,0,0,1,0,0,0,0,3
10,529,אעבלין,,363,363,363,73,0,52,0,101,0,0,1,1,2,0,0,10,0,1,2,27,0,65,0,0,0,0,0,0,1,0,1,0,0,26
20,529,אעבלין,,351,351,340,34,1,115,0,103,0,0,0,1,0,0,0,3,0,0,1,10,0,30,0,0,0,0,0,1,1,1,0,0,0,39
30,529,אעבלין,,453,453,442,52,0,123,0,101,0,0,0,0,1,0,0,10,0,1,2,6,0,128,0,0,0,0,0,0,1,1,1,0,1,14
40,529,אעבלין,,348,348,339,31,0,74,0,102,0,0,0,0,3,1,0,5,0,3,4,3,0,102,0,0,0,0,0,1,1,0,0,0,0,9
50,529,אעבלין,,381,381,379,54,0,125,0,76,0,0,1,0,3,0,0,7,0,0,0,12,1,92,0,0,0,0,0,0,0,0,0,0,0,8
60,529,אעבלין,,332,332,325,34,0,75,0,120,0,0,0,0,0,0,0,1,1,0,0,4,2,76,0,0,0,0,0,1,1,1,0,0,0,9
70,529,אעבלין,,358,358,351,29,7,84,0,145,0,0,1,1,1,0,0,2,0,1,0,5,1,70,0,0,0,0,0,0,1,0,0,0,0,3
80,529,אעבלין,,375,375,373,53,2,95,0,104,0,0,1,0,0,0,0,9,0,1,0,16,1,80,0,0,0,0,0,0,1,0,0,0,0,10
90,529,אעבלין,,417,417,409,39,1,101,0,124,0,0,0,1,0,0,0,5,0,0,0,11,0,112,0,0,0,0,1,0,1,1,0,0,0,12
100,529,אעבלין,,477,477,458,39,0,97,0,175,0,0,0,0,2,0,0,4,0,2,2,28,0,92,0,0,0,1,0,0,0,2,0,0,0,14
10,530,עיילבון,,579,579,575,24,1,179,0,345,0,0,0,0,1,0,0,13,0,0,1,2,1,3,0,0,0,0,0,3,1,0,1,0,0,0
20,530,עיילבון,,644,644,636,43,1,200,0,350,0,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,2,0,1,1,1,0,0,0
30,530,עיילבון,,546,546,542,32,5,123,0,321,0,0,0,0,0,0,0,19,0,0,1,21,1,12,6,0,0,0,0,0,0,0,1,0,0,0
40,530,עיילבון,,575,575,557,37,0,120,0,333,2,0,0,0,0,0,0,21,0,2,2,2,0,33,0,0,0,0,0,0,3,0,0,0,0,2
10,531,עראבה,,382,382,375,37,1,93,0,111,0,0,0,0,3,0,0,9,0,0,10,1,0,109,0,0,0,0,0,0,1,0,0,0,0,0
20,531,עראבה,,404,404,404,21,1,118,0,115,0,0,0,1,0,0,0,1,1,0,4,1,0,139,0,0,0,0,0,1,0,1,0,0,0,0
30,531,עראבה,,366,366,364,18,0,74,0,147,1,0,0,0,0,0,0,5,0,0,1,3,0,113,0,0,0,1,0,0,0,0,1,0,0,0
40,531,עראבה,,543,543,543,23,0,109,0,288,0,0,0,0,0,0,0,6,0,0,9,6,0,100,0,0,0,0,0,0,0,1,0,0,1,0
50,531,עראבה,,489,489,489,5,1,66,0,346,0,0,2,2,0,0,0,1,0,0,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
60,531,עראבה,,444,444,444,4,0,113,0,216,0,0,0,0,0,0,0,3,0,0,1,1,0,103,0,0,0,1,0,0,2,0,0,0,0,0
70,531,עראבה,,355,355,355,2,2,116,0,145,0,0,0,0,0,0,1,3,0,0,0,1,0,82,1,0,0,0,1,0,1,0,0,0,0,0
80,531,עראבה,,453,453,453,11,0,100,0,227,0,0,0,0,2,0,0,2,0,0,0,5,0,103,0,0,0,0,0,0,0,0,2,0,0,1
90,531,עראבה,,430,430,430,23,0,111,0,67,0,0,0,1,0,0,0,25,0,0,0,17,0,183,2,0,0,1,0,0,0,0,0,0,0,0
100,531,עראבה,,561,561,561,77,0,129,0,110,0,0,0,0,0,0,0,3,0,0,0,5,0,230,2,0,0,0,2,0,2,1,0,0,0,0
110,531,עראבה,,325,325,322,18,0,73,0,69,0,0,0,0,0,0,0,1,0,0,0,3,0,153,3,0,0,0,0,0,2,0,0,0,0,0
120,531,עראבה,,434,434,432,7,0,64,0,218,0,0,0,0,0,0,0,8,0,0,1,0,0,133,0,0,0,0,1,0,0,0,0,0,0,0
130,531,עראבה,,547,547,546,30,0,119,0,205,0,0,0,0,0,0,0,19,0,0,8,6,0,158,0,0,0,0,0,0,0,0,1,0,0,0
140,531,עראבה,,422,422,422,7,0,138,0,169,0,0,0,0,0,0,0,8,0,2,0,6,0,90,1,0,0,0,0,0,1,0,0,0,0,0
150,531,עראבה,,494,494,494,5,1,83,0,224,0,0,0,0,0,0,0,10,0,0,1,6,0,155,1,0,0,0,1,0,3,0,1,0,0,3
10,532,עין מאהל,,498,498,487,85,0,109,0,110,0,0,0,0,0,0,0,20,0,0,3,1,0,153,0,0,0,0,0,1,0,0,0,0,1,4
20,532,עין מאהל,,449,449,447,88,0,95,0,73,0,0,0,0,0,0,0,12,0,0,0,12,0,163,0,0,1,0,0,1,0,0,0,0,0,2
30,532,עין מאהל,,521,521,513,93,0,98,0,116,0,0,0,0,0,0,0,27,0,0,0,2,0,173,0,0,0,0,0,0,1,0,0,0,0,3
40,532,עין מאהל,,483,483,474,36,0,150,0,101,0,0,0,0,0,1,0,9,0,0,18,2,1,142,0,0,0,0,0,1,1,0,1,0,0,11
50,532,עין מאהל,,494,494,483,30,0,193,0,93,0,0,0,0,0,0,0,6,0,1,11,11,0,129,0,0,0,0,0,0,0,0,1,0,1,7
60,532,עין מאהל,,457,457,447,32,0,173,0,96,0,0,0,0,0,0,0,5,1,2,8,2,0,118,0,0,0,0,0,1,0,0,0,0,0,9
70,532,עין מאהל,,330,330,320,67,0,51,0,85,0,0,0,1,0,0,0,10,0,0,1,2,0,100,0,0,0,0,0,0,1,0,0,0,1,1
80,532,עין מאהל,,364,364,357,40,0,122,0,82,0,0,0,0,0,0,0,9,0,0,8,6,0,87,0,0,0,0,0,0,0,0,1,0,0,2
10,535,פסוטה,,306,306,300,50,0,118,0,38,0,0,1,0,0,0,0,57,0,5,0,13,0,2,0,0,0,0,0,0,1,0,3,0,0,12
20,535,פסוטה,,298,298,296,25,0,141,0,65,1,0,0,0,0,0,0,36,0,0,0,17,0,0,1,0,0,0,0,1,0,0,5,0,0,4
30,535,פסוטה,,355,355,350,32,0,116,0,37,0,0,0,0,0,0,0,84,0,2,0,48,0,3,0,0,0,0,0,2,2,0,2,0,0,22
10,536,פקיעין (בוקייעה),,441,441,434,92,1,76,0,156,0,0,3,0,0,0,0,29,0,63,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,3
20,536,פקיעין (בוקייעה),,537,537,528,178,3,100,0,60,0,0,2,0,0,0,0,89,0,58,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25
30,536,פקיעין (בוקייעה),,494,494,494,170,2,127,0,46,0,0,7,0,0,0,0,60,0,21,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5
40,536,פקיעין (בוקייעה),,492,492,490,119,2,131,0,85,0,1,0,0,2,0,0,43,0,62,21,3,2,0,0,0,0,0,0,0,1,1,2,0,0,15
50,536,פקיעין (בוקייעה),,524,524,522,135,15,86,0,53,1,0,2,0,8,0,0,118,0,47,6,8,0,0,0,0,0,0,0,0,0,0,4,0,0,39
10,537,פוריידיס,,186,186,181,42,0,34,4,12,0,0,0,0,0,0,0,12,0,0,0,1,0,75,0,0,0,0,0,0,0,0,1,0,0,0
20,537,פוריידיס,,185,185,181,36,0,34,3,15,0,0,0,0,2,1,0,2,0,0,0,4,0,80,0,0,0,0,1,0,1,0,0,0,2,0
31,537,פוריידיס,,54,54,53,9,0,9,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,0,0,0
32,537,פוריידיס,,235,235,231,59,0,23,0,53,0,0,0,0,0,0,0,1,0,0,0,3,0,91,0,0,0,0,0,1,0,0,0,0,0,0
40,537,פוריידיס,,230,230,227,64,0,35,2,11,0,0,0,0,0,0,0,12,0,0,2,0,0,98,0,0,0,0,0,0,1,0,1,1,0,0
50,537,פוריידיס,,193,193,193,44,4,36,2,7,0,0,0,0,0,0,0,5,0,0,0,1,0,93,0,0,0,0,0,1,0,0,0,0,0,0
61,537,פוריידיס,,101,101,100,20,0,20,0,12,0,0,0,0,0,0,0,0,1,0,1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0
62,537,פוריידיס,,122,122,120,35,0,14,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,61,0,0,0,0,0,0,0,0,1,0,0,0
70,537,פוריידיס,,180,180,174,34,0,38,7,18,0,0,0,0,0,0,0,1,0,0,0,3,0,72,0,1,0,0,0,0,0,0,0,0,0,0
80,537,פוריידיס,,225,225,217,56,0,22,1,10,0,0,0,0,0,0,0,4,1,0,1,4,1,117,0,0,0,0,0,0,0,0,0,0,0,0
10,538,שעב,,425,425,416,20,0,58,0,138,1,0,0,0,0,0,0,6,0,7,0,1,0,183,0,0,0,0,0,0,2,0,0,0,0,0
20,538,שעב,,512,512,510,17,3,63,0,238,0,0,2,0,0,0,0,8,0,16,0,2,0,130,0,0,0,0,0,0,9,0,1,0,0,21
30,538,שעב,,538,538,527,69,2,61,0,116,0,0,0,0,0,0,0,18,1,2,0,8,0,239,0,0,0,0,0,0,6,0,0,0,1,4
40,538,שעב,,435,435,430,16,0,136,0,112,0,0,0,0,1,0,0,32,0,2,0,1,0,121,0,0,0,0,0,0,5,1,1,0,1,1
50,538,שעב,,443,443,436,17,2,91,0,136,0,0,0,0,0,0,1,24,0,3,4,2,1,146,0,0,0,1,0,1,4,0,1,0,1,1
10,539,רומאנה,,361,361,361,5,0,114,0,191,0,0,0,0,0,0,0,2,0,1,34,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
10,540,ריחאניה,,469,469,460,257,0,4,0,6,0,0,9,0,0,0,0,67,0,42,0,5,0,8,0,0,0,2,0,0,0,0,3,0,0,57
10,541,ג'סר א-זרקא,,183,183,173,21,0,48,0,21,0,0,0,1,0,0,1,19,1,0,2,20,0,35,0,0,0,1,0,0,1,0,0,0,0,2
20,541,ג'סר א-זרקא,,183,183,178,27,0,52,0,24,0,0,0,0,0,0,0,20,1,0,1,13,0,38,0,0,0,1,0,1,0,0,0,0,0,0
30,541,ג'סר א-זרקא,,172,172,155,12,0,51,0,14,0,0,0,0,0,0,0,31,0,0,0,23,1,22,0,0,0,0,0,0,0,0,0,0,0,1
40,541,ג'סר א-זרקא,,225,225,210,24,0,60,0,20,0,0,0,0,0,0,1,29,0,0,0,49,0,23,0,0,0,0,0,1,1,1,0,0,0,1
50,541,ג'סר א-זרקא,,243,243,232,22,0,57,0,26,0,1,1,0,1,0,0,34,0,0,0,65,0,20,0,0,0,1,0,0,0,0,1,1,0,2
60,541,ג'סר א-זרקא,,214,214,211,25,1,34,0,20,0,0,1,0,0,1,0,47,0,0,1,51,0,29,0,0,0,0,0,0,0,0,0,0,1,0
70,541,ג'סר א-זרקא,,298,298,298,8,0,87,1,96,0,0,0,0,0,0,1,11,0,0,1,50,1,40,0,0,0,0,0,0,0,0,0,2,0,0
80,541,ג'סר א-זרקא,,219,219,212,28,0,67,0,16,0,0,1,1,0,0,0,30,0,0,0,36,2,28,0,0,0,0,0,1,0,1,0,0,0,1
10,542,ריינה,,447,447,434,24,1,110,0,85,0,0,0,0,0,0,0,65,0,0,0,19,0,116,0,2,0,1,0,0,11,0,0,0,0,0
20,542,ריינה,,444,444,434,13,0,59,0,140,0,0,0,0,0,0,0,37,0,1,0,8,0,175,0,0,0,0,0,0,0,0,1,0,0,0
30,542,ריינה,,409,409,400,16,0,69,0,88,0,0,0,0,0,0,0,16,0,0,1,1,0,205,0,0,0,0,0,0,4,0,0,0,0,0
40,542,ריינה,,398,398,384,23,0,131,0,78,0,0,0,0,0,0,0,35,2,0,0,10,0,99,0,0,0,1,0,0,2,0,1,0,0,2
50,542,ריינה,,389,389,381,32,0,108,0,49,0,0,0,0,0,0,0,43,0,1,0,10,0,134,0,0,1,0,0,0,2,0,1,0,0,0
60,542,ריינה,,308,308,300,20,0,73,0,59,0,0,0,0,1,0,0,9,0,1,0,9,0,124,0,0,0,0,0,0,1,1,0,0,2,0
70,542,ריינה,,373,373,364,27,1,68,0,125,0,0,0,2,0,0,0,6,0,3,0,3,0,126,1,0,0,0,0,0,1,0,1,0,0,0
80,542,ריינה,,454,454,439,82,2,120,0,144,0,0,0,0,1,0,0,5,0,0,0,2,0,82,0,0,0,0,0,0,0,0,0,0,0,1
90,542,ריינה,,379,379,367,15,1,76,0,123,0,0,0,0,1,0,0,19,1,2,2,14,0,107,0,0,1,0,0,2,2,0,0,0,1,0
100,542,ריינה,,332,332,321,25,0,83,0,83,0,0,1,0,0,0,0,17,1,0,3,2,0,103,0,0,0,0,0,0,2,0,0,0,0,1
10,543,ראמה,,434,434,422,71,0,91,0,113,1,0,5,0,3,0,2,30,0,37,20,8,0,15,0,0,0,0,0,0,1,0,1,0,0,24
20,543,ראמה,,542,542,522,50,0,208,0,190,0,0,0,0,0,0,0,31,0,14,3,6,1,10,0,0,0,0,0,1,1,0,1,0,0,6
30,543,ראמה,,401,401,392,72,0,100,8,129,0,0,1,0,0,0,0,29,0,21,11,5,0,8,0,0,0,0,0,0,0,0,0,0,0,8
40,543,ראמה,,453,453,437,68,0,172,0,62,0,0,2,0,2,0,0,20,0,3,3,10,0,89,0,0,0,0,0,0,0,0,0,0,0,6
50,543,ראמה,,369,369,353,70,0,47,1,21,0,0,0,0,0,0,0,52,0,71,13,2,0,63,0,1,0,0,1,0,0,1,0,0,0,10
60,543,ראמה,,334,334,326,76,0,104,0,71,0,0,0,0,0,0,0,9,0,13,5,7,0,35,0,0,0,0,0,0,0,0,0,0,0,6
70,543,ראמה,,390,390,382,44,0,115,0,77,0,0,0,0,0,0,0,33,1,37,10,14,1,15,0,0,0,0,0,1,2,0,0,0,0,32
10,546,עין אל-אסד,,308,308,303,128,0,19,0,2,0,0,2,0,0,0,0,54,0,87,6,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0
10,547,טמרה (יזרעאל),,323,323,316,8,0,68,0,109,0,0,0,8,0,0,0,5,0,1,1,3,0,103,0,0,0,0,0,0,0,0,0,0,0,10
10,549,גנות הדר,,297,297,293,76,2,0,0,0,0,0,17,2,4,3,0,132,0,10,21,12,0,0,2,0,0,0,0,0,0,0,1,0,7,4
10,553,ניר בנים,,334,334,333,114,0,0,0,0,1,0,22,0,7,3,0,120,0,2,17,24,0,0,12,0,0,0,0,0,0,0,4,0,7,0
10,555,שדמה,,212,212,212,44,1,0,0,1,0,0,11,2,5,1,0,104,0,4,4,18,0,0,4,0,0,0,0,0,0,0,3,0,9,1
10,559,בוסתן הגליל,,246,246,245,68,0,0,0,0,0,2,24,2,17,0,1,65,0,15,12,20,0,0,1,0,0,0,0,0,0,1,3,0,6,8
10,562,בית אלעזרי,,532,532,528,128,3,0,0,0,1,0,51,2,22,2,1,177,0,24,49,27,0,0,3,0,0,0,0,0,0,0,9,0,15,14
10,563,משמר דוד,,91,91,90,29,0,0,0,0,0,0,9,0,0,1,0,29,0,2,4,5,0,0,0,0,0,0,0,0,0,0,5,0,6,0
10,564,רבדים,,244,244,243,62,2,0,0,1,0,0,10,1,0,0,0,26,0,3,4,123,1,0,0,0,0,0,0,0,0,0,5,0,5,0
10,565,אזור,,432,432,423,81,9,0,0,0,0,1,59,2,20,0,3,127,0,15,36,22,0,0,0,0,0,0,0,0,0,1,13,0,6,28
